0	0
0	93
0	71
0	46
0	99
0	6
0	54
0	10
0	96
0	79
0	54
0	44
0	1
0	38
0	7
0	21
0	100
0	21
0	39
0	15
0	1
0	99
0	35
0	29
0	85
0	56
0	11
0	11
0	60
0	87
0	30
0	40
0	37
0	17
0	52
0	94
0	28
0	27
0	91
0	75
0	37
0	34
0	14
0	54
0	67
0	82
0	8
0	97
0	37
0	78
0	37
0	46
0	14
0	61
0	83
0	60
1	117
1	85
1	24
1	32
1	9
1	74
1	23
1	45
1	71
1	29
1	30
1	29
1	56
1	38
1	76
1	58
1	75
1	42
1	48
1	25
1	1
1	43
1	42
1	89
1	5
1	11
1	86
1	53
1	61
1	26
1	74
1	46
1	79
1	71
1	19
1	24
1	64
1	87
1	76
1	76
1	43
1	16
1	88
1	19
1	67
1	61
1	87
1	50
1	29
1	90
1	2
1	8
1	24
1	28
1	86
1	14
1	82
1	50
1	8
1	70
1	43
1	34
1	60
1	60
1	14
1	57
1	22
1	77
1	36
1	6
1	62
1	61
1	43
1	18
1	79
1	43
1	13
1	47
1	45
1	66
1	32
1	10
1	19
1	23
1	88
1	65
1	75
1	56
1	32
1	39
1	48
1	77
1	12
1	79
1	20
1	19
1	57
1	56
1	95
1	44
1	30
1	40
1	54
1	3
1	13
1	32
1	22
1	64
1	8
1	56
1	53
1	73
1	87
1	29
1	68
1	53
1	25
1	72
1	20
1	14
1	82
1	10
1	1
1	23
1	52
1	59
1	37
1	91
1	57
1	40
1	56
1	100
1	84
1	75
1	73
1	90
1	82
1	15
1	94
1	21
1	83
1	26
1	17
1	48
1	86
1	88
1	70
1	18
1	40
1	33
1	3
1	1
1	88
1	93
1	34
1	62
1	100
1	13
1	66
1	67
1	72
1	9
1	7
1	55
1	62
1	16
1	58
1	99
1	48
1	56
1	63
1	29
1	65
1	42
1	9
1	59
1	83
1	90
1	39
1	60
1	17
1	27
1	12
1	58
1	83
1	29
1	55
1	40
1	17
1	35
1	83
1	62
1	89
1	42
1	61
1	28
1	34
1	20
1	8
1	40
1	55
1	37
1	70
1	59
1	97
1	10
1	76
1	96
1	32
1	61
1	47
1	28
1	26
1	69
1	64
1	26
1	63
1	1
1	83
1	81
1	20
1	14
1	11
1	81
1	44
1	74
1	9
1	59
1	73
1	55
1	67
1	64
1	43
1	46
1	29
1	57
1	47
1	77
1	37
1	87
1	44
1	68
1	71
1	17
1	77
1	15
1	100
1	16
1	55
1	32
1	42
1	50
1	30
1	50
1	59
1	3
1	86
1	60
1	100
1	75
1	34
1	63
1	77
1	13
1	1
1	77
1	92
1	41
1	56
1	48
1	26
1	58
1	24
1	34
1	56
1	90
1	86
1	79
1	70
1	42
1	11
1	7
1	48
1	6
1	85
1	94
1	32
1	26
1	37
1	70
1	54
1	97
1	58
1	42
1	68
1	40
1	71
1	81
1	16
1	43
1	79
1	65
1	30
1	85
1	15
1	25
1	51
1	62
1	81
1	13
1	86
1	48
1	96
1	57
1	31
1	29
1	65
1	64
1	50
1	34
1	96
1	64
1	88
1	1
1	56
1	36
1	27
1	62
1	72
1	4
1	1
1	23
1	61
1	76
1	62
1	79
1	24
2	396
2	2075
2	9606
2	6725
2	9137
2	499
2	7006
2	4031
2	4955
3	1236
3	2714
3	4238
3	9856
3	7879
3	1780
4	1392
4	89
4	75
4	74
4	31
4	31
4	2
4	56
4	34
4	76
4	66
4	98
4	54
4	7
4	60
4	97
4	58
4	35
4	59
4	66
4	94
4	45
4	97
4	8
4	70
4	69
4	81
4	19
4	37
4	95
4	89
4	40
4	54
4	81
4	86
4	81
4	82
4	43
4	67
4	34
4	68
4	57
4	73
4	2
4	81
4	18
4	14
4	36
4	27
4	83
4	38
4	89
4	3
4	36
4	67
4	49
4	76
4	97
4	83
4	75
4	17
4	79
4	2
4	92
4	15
4	85
4	92
4	100
4	40
4	39
4	79
4	63
4	1
4	60
4	32
4	31
4	49
4	90
4	83
4	19
4	46
4	30
4	99
4	81
4	41
4	48
4	52
4	11
4	9
4	50
4	78
4	26
4	35
4	83
4	47
4	22
4	30
4	4
4	11
4	9
4	78
